date,total_sales,average_sales,total_onpromotion,positive_sales_series
2014-10-18,820840.94,460.62903,769,1317
2014-10-19,935410.56,524.92175,769,1275
2014-10-20,624630.0,350.52188,609,1296
2014-10-21,542207.2,304.2689,2086,1288
2014-10-22,584926.4,328.24152,4755,1301
2014-10-23,492233.22,276.22516,2526,1286
2014-10-24,528403.7,296.52283,4477,1288
2014-10-25,758926.25,425.88455,1003,1324
2014-10-26,892128.5,500.63327,1020,1270
2014-10-27,572806.6,321.4403,583,1279
2014-10-28,512678.8,287.69855,2327,1274
2014-10-29,560819.7,314.71362,4953,1279
2014-10-30,459715.28,257.97714,2357,1297
2014-10-31,561876.06,315.30643,4421,1287
2014-11-01,873539.25,490.2016,975,1325
2014-11-02,709851.5,398.3454,944,1262
2014-11-03,973192.06,546.1235,690,1345
2014-11-04,702751.94,394.36136,2373,1310
2014-11-05,718799.94,403.36697,4858,1296
2014-11-06,566118.4,317.68707,2519,1277
2014-11-07,585330.25,328.46814,4392,1291
2014-11-08,816064.6,457.94873,861,1316
2014-11-09,941478.44,528.32684,956,1261
2014-11-10,593376.8,332.9836,540,1287
2014-11-11,552505.75,310.04813,2362,1274
2014-11-12,588093.5,330.0188,4810,1286
2014-11-13,468057.38,262.65845,2503,1273
2014-11-14,553008.0,310.32996,4434,1269
2014-11-15,786124.2,441.14713,1184,1313
2014-11-16,956619.4,536.8234,1058,1262
2014-11-17,620876.3,348.41544,754,1288
2014-11-18,553367.2,310.53152,2663,1293
2014-11-19,580234.0,325.6083,5147,1277
2014-11-20,511855.75,287.23666,2824,1286
2014-11-21,567978.75,318.73105,4573,1279
2014-11-22,763720.1,428.5747,868,1315
2014-11-23,907432.7,509.2215,973,1267
2014-11-24,610847.94,342.78784,710,1284
2014-11-25,541225.6,303.71808,2544,1278
2014-11-26,579125.3,324.98615,5021,1272
2014-11-27,475823.9,267.01678,2774,1284
2014-11-28,559619.8,314.0403,4654,1261
2014-11-29,850925.1,477.5113,994,1306
2014-11-30,1.02369125e+06,574.462,1076,1281
2014-12-01,817413.56,458.7057,1423,1292
2014-12-02,735319.2,412.63702,3045,1294
2014-12-03,715127.6,401.30618,5359,1297
2014-12-04,578961.5,324.89423,3216,1290
2014-12-05,635445.1,356.59097,4849,1285
2014-12-06,829386.7,465.42462,1151,1306
2014-12-07,1.0138898e+06,568.96173,1165,1277
2014-12-08,790283.3,443.4811,922,1289
2014-12-09,665123.94,373.24576,2992,1294
2014-12-10,732121.06,410.84235,5562,1282
2014-12-11,580542.2,325.78125,3159,1286
2014-12-12,642760.4,360.69604,4853,1300
2014-12-13,854830.9,479.70306,1261,1344
2014-12-14,999106.1,560.6656,1410,1286
2014-12-15,790182.94,443.42477,1025,1333
2014-12-16,799067.06,448.41025,2973,1325
2014-12-17,779966.5,437.69165,5290,1322
2014-12-18,731938.5,410.7399,3179,1320
2014-12-19,757349.4,424.99966,4940,1306
2014-12-20,935555.5,525.0031,1534,1339
2014-12-21,1.0566052e+06,592.93225,1579,1303
2014-12-22,1.0081434e+06,565.737,1582,1329
2014-12-23,1.064978e+06,597.63074,3365,1327
2014-12-24,965982.9,542.07794,5828,1331
2014-12-26,872098.44,489.39307,5714,1333
2014-12-27,740596.2,415.5983,1747,1344
2014-12-28,716329.6,401.9807,1859,1286
2014-12-29,773998.4,434.34253,1783,1315
2014-12-30,912970.56,512.32916,3494,1322
2014-12-31,844380.5,473.83865,5648,1326
2015-01-01,12773.617,7.168135,12,23
2015-01-02,657763.4,369.11526,4949,1042
2015-01-03,648880.7,364.13058,1306,1042
2015-01-04,730923.75,410.17044,1295,981
2015-01-05,569267.3,319.45416,1148,1001
2015-01-06,477886.75,268.17438,1042,1013
2015-01-07,494160.84,277.3069,1291,1020
2015-01-08,417482.7,234.2776,3063,1011
2015-01-09,439381.22,246.56635,4761,1016
2015-01-10,569956.94,319.84116,954,1030
2015-01-11,694860.94,389.9332,1058,994
2015-01-12,442845.53,248.5104,1043,1017
2015-01-13,393800.0,220.98766,1213,993
2015-01-14,400923.97,224.9854,1586,1003
2015-01-15,371146.16,208.27505,2608,1012
2015-01-16,423599.94,237.7104,4510,1014
2015-01-17,621865.44,348.9705,712,1037
2015-01-18,678277.06,380.62686,577,987
2015-01-19,448217.9,251.5252,588,1010
2015-01-20,405308.78,227.446,569,1012
2015-01-21,413202.6,231.87575,697,1005
2015-01-22,364862.53,204.7489,2598,1004
2015-01-23,416937.2,233.97148,4475,1007
2015-01-24,588849.9,330.44324,632,1037
2015-01-25,631623.94,354.44666,616,980
2015-01-26,410009.62,230.08397,540,1014
2015-01-27,360009.84,202.02573,560,1006
2015-01-28,376935.9,211.52408,639,1011
2015-01-29,343062.16,192.51524,2696,1011
2015-01-30,435899.66,244.6126,4647,1020
2015-01-31,656205.8,368.2412,763,1054
2015-02-01,815294.5,457.51654,727,999
2015-02-02,538301.9,302.07736,653,1019
2015-02-03,475249.84,266.69464,583,1037
2015-02-04,451923.16,253.60446,687,1030
2015-02-05,407491.97,228.67114,2640,1018
2015-02-06,437147.53,245.31287,4645,1026
2015-02-07,599911.6,336.65076,721,1040
2015-02-08,622994.25,349.60394,690,999
2015-02-09,458002.16,257.0158,722,1017
2015-02-10,400826.0,224.93042,694,1022
2015-02-11,400115.34,224.53162,766,1026
2015-02-12,384963.16,216.0287,2613,1035
2015-02-13,493265.47,276.8044,4536,1058
2015-02-14,562855.06,315.8558,697,1080
2015-02-15,434886.66,244.04414,576,1067
2015-02-16,420740.9,236.106,574,1052
2015-02-17,483088.12,271.09323,609,1015
2015-02-18,497499.06,279.18018,670,1060
2015-02-19,436360.9,244.87144,2616,1049
2015-02-20,483681.0,271.42593,4387,1044
2015-02-21,572753.06,321.41025,443,1066
2015-02-22,691339.06,387.95682,573,1046
2015-02-23,443349.9,248.79344,425,1037
2015-02-24,407890.28,228.89465,411,1043
2015-02-25,395774.97,222.09595,476,1030
2015-02-26,354938.22,199.1797,2631,1032
2015-02-27,436488.44,244.94301,4475,1037
2015-02-28,635263.4,356.48898,504,1066
2015-03-01,820435.0,460.40125,617,1032
2015-03-02,546037.8,306.41852,464,1049
2015-03-03,492365.25,276.29926,571,1060
2015-03-04,483330.56,271.22928,608,1042
2015-03-05,428599.8,240.51617,2679,1048
2015-03-06,463723.97,260.22668,4451,1046
2015-03-07,657377.2,368.89853,660,1071
2015-03-08,659563.44,370.1254,538,1026
2015-03-09,480371.94,269.569,557,1057
2015-03-10,457881.75,256.94824,567,1047
2015-03-11,425617.72,238.84271,572,1030
2015-03-12,382588.66,214.69621,2664,1043
2015-03-13,434806.0,243.99887,4501,1041
2015-03-14,616609.75,346.02118,649,1074
2015-03-15,662700.9,371.88602,636,1022
2015-03-16,466598.44,261.83975,597,1038
2015-03-17,415359.53,233.08615,581,1044
2015-03-18,398630.0,223.69809,600,1041
2015-03-19,373324.38,209.4974,2698,1043
2015-03-20,467687.94,262.45114,4477,1079
2015-03-21,624099.25,350.22406,597,1094
2015-03-22,646466.4,362.77576,666,1045
2015-03-23,462664.25,259.63202,543,1055
2015-03-24,407369.72,228.60254,445,1058
2015-03-25,408258.2,229.10112,579,1061
2015-03-26,367006.97,205.95229,2769,1068
2015-03-27,436906.6,245.17766,4596,1052
2015-03-28,589854.7,331.0071,587,1080
2015-03-29,641213.75,359.82816,669,1050
2015-03-30,437878.84,245.72325,632,1043
2015-03-31,443278.9,248.7536,590,1053
2015-04-01,557223.2,312.6954,777,1088
2015-04-02,524588.9,294.38208,2854,1072
2015-04-03,510296.78,286.36182,4598,1084
2015-04-04,653894.2,366.944,712,1084
2015-04-05,659669.56,370.18494,707,1028
2015-04-06,519734.8,291.65814,578,1058
2015-04-07,464788.22,260.8239,631,1072
2015-04-08,461140.22,258.77676,753,1054
2015-04-09,398718.3,223.74765,2883,1047
2015-04-10,445869.3,250.20724,4725,1075
2015-04-11,610603.0,342.6504,736,1090
2015-04-12,659939.0,370.33615,715,1046
2015-04-13,453724.75,254.61546,643,1071
2015-04-14,403623.4,226.50023,666,1068
2015-04-15,438106.28,245.85089,739,1061
2015-04-16,418643.2,234.92883,3374,1071
2015-04-17,456303.25,256.06244,5102,1057
2015-04-18,629155.7,353.06155,1195,1087
2015-04-19,684544.94,384.1442,1249,1049
2015-04-20,481694.78,270.3113,1146,1084
2015-04-21,426018.3,239.06752,1090,1080
2015-04-22,421108.22,236.31213,1250,1076
2015-04-23,392147.03,220.06006,3300,1073
2015-04-24,437625.5,245.58109,5216,1088
2015-04-25,588781.5,330.40488,1185,1099
2015-04-26,625901.0,351.23514,1169,1054
2015-04-27,425049.16,238.52365,1046,1066
2015-04-28,374839.2,210.34747,1057,1060
2015-04-29,398724.34,223.75104,1012,1069
2015-04-30,432612.16,242.76776,3267,1049
2015-05-01,674509.4,378.51254,5555,1095
2015-05-02,711052.25,399.01923,1343,1093
2015-05-03,742887.8,416.8843,1381,1043
2015-05-04,556245.1,312.14655,1282,1109
2015-05-05,509493.22,285.9109,1240,1110
2015-05-06,504999.56,283.3892,1340,1121
2015-05-07,444082.3,249.20444,3372,1120
2015-05-08,481304.22,270.09216,5130,1130
2015-05-09,706705.44,396.57993,1156,1153
2015-05-10,558062.25,313.16626,1024,1095
2015-05-11,524864.06,294.5365,1055,1124
2015-05-12,452162.88,253.73898,1014,1123
2015-05-13,446915.62,250.7944,1172,1121
2015-05-14,395609.66,222.00317,3153,1119
2015-05-15,483535.53,271.3443,5076,1119
2015-05-16,709798.56,398.3157,1196,1139
2015-05-17,798186.1,447.9159,1060,1094
2015-05-18,496595.0,278.67285,968,1111
2015-05-19,446375.5,250.4913,999,1098
2015-05-20,466238.62,261.63785,1232,1104
2015-05-21,417006.12,234.01018,3115,1098
2015-05-22,458727.9,257.42307,4923,1101
2015-05-23,658882.94,369.7435,970,1134
2015-05-24,738068.44,414.1798,1012,1080
2015-05-25,534802.8,300.1138,941,1110
2015-05-26,463132.4,259.8947,887,1098
2015-05-27,481804.97,270.37317,1007,1106
2015-05-28,428506.88,240.46402,3183,1106
2015-05-29,560519.5,314.54517,5079,1127
2015-05-30,855728.3,480.2067,992,1161
2015-05-31,1.02356475e+06,574.391,1025,1103
2015-06-01,812081.2,455.71335,1388,1365
2015-06-02,753430.6,422.80057,3643,1368
2015-06-03,747929.44,419.7135,5581,1353
2015-06-04,608994.6,341.74783,3401,1355
2015-06-05,657675.1,369.06573,5144,1352
2015-06-06,904437.25,507.54056,1066,1375
2015-06-07,1.0706959e+06,600.8394,1068,1342
2015-06-08,696952.8,391.1071,949,1348
2015-06-09,623725.1,350.0141,3216,1338
2015-06-10,641435.4,359.9525,5373,1343
2015-06-11,510019.16,286.20602,1369,1341
2015-06-12,606616.0,340.41302,6500,1343
2015-06-13,840727.75,471.78885,1564,1382
2015-06-14,967745.75,543.0672,2239,1327
2015-06-15,666557.1,374.05002,1495,1343
2015-06-16,672637.8,377.4623,3629,1352
2015-06-17,677171.2,380.0063,8606,1354
2015-06-18,556155.06,312.096,1775,1328
2015-06-19,659233.56,369.94028,6748,1349
2015-06-20,936951.6,525.78656,1586,1370
2015-06-21,790568.44,443.6411,2389,1321
2015-06-22,701208.25,393.4951,1617,1352
2015-06-23,640322.3,359.3279,3756,1339
2015-06-24,643411.7,361.06155,9265,1345
2015-06-25,518700.97,291.07797,1154,1330
2015-06-26,593299.44,332.9402,6213,1324
2015-06-27,831492.44,466.6063,1166,1371
2015-06-28,976563.56,548.01544,1994,1323
2015-06-29,639072.2,358.62637,1006,1325
2015-06-30,669548.44,375.72864,2927,1331
2015-07-01,885953.2,497.1679,8448,1341
2015-07-02,705642.3,395.98334,1306,1335
2015-07-03,772773.4,433.6551,6484,1329
2015-07-04,1.0185418e+06,571.57227,1252,1371
2015-07-05,982427.7,551.3062,2065,1310
2015-07-06,754949.7,423.653,1033,1338
2015-07-07,654821.06,367.4641,2971,1314
2015-07-08,732992.1,411.33115,8236,1341
2015-07-09,605032.5,339.5244,1214,1336
2015-07-10,643986.4,361.38406,6406,1336
2015-07-11,794984.7,446.11935,1137,1358
2015-07-12,898731.94,504.3389,1942,1316
2015-07-13,647967.06,363.6179,1009,1330
2015-07-14,601452.25,337.5153,2851,1343
2015-07-15,664505.1,372.8985,8255,1341
2015-07-16,584042.75,327.74564,1225,1344
2015-07-17,653452.2,366.69595,6503,1341
2015-07-18,826353.3,463.7224,1126,1366
2015-07-19,894707.3,502.0804,1938,1338
2015-07-20,685961.25,384.93896,1357,1360
2015-07-21,607836.5,341.09793,3157,1356
2015-07-22,631385.44,354.3128,8415,1333
2015-07-23,541511.44,303.87848,1482,1324
2015-07-24,635244.25,356.47824,6714,1354
2015-07-25,797427.5,447.49017,1529,1382
2015-07-26,875032.06,491.0393,2383,1338
2015-07-27,652999.2,366.44174,1466,1364
2015-07-28,594977.7,333.882,3408,1360
2015-07-29,625450.0,350.98206,8747,1356
2015-07-30,543393.56,304.93466,1662,1361
2015-07-31,695083.44,390.05804,7021,1374
2015-08-01,1.0448948e+06,586.3607,1448,1399
2015-08-02,1.0434955e+06,585.5755,2194,1350
2015-08-03,811119.8,455.17386,1405,1375
2015-08-04,726613.4,407.75162,3489,1374
2015-08-05,724346.56,406.47955,8919,1357
2015-08-06,583375.2,327.37103,1529,1380
2015-08-07,663326.5,372.2371,6744,1377
2015-08-08,784099.2,440.01077,1436,1409
2015-08-09,679410.1,381.2627,2287,1349
2015-08-10,785477.94,440.7845,1389,1398
2015-08-11,668280.4,375.01706,3358,1375
2015-08-12,678064.75,380.50772,7917,1386
2015-08-13,557859.5,313.05246,1482,1391
2015-08-14,734484.2,412.16846,6748,1381
2015-08-15,936339.0,525.44275,1434,1438
2015-08-16,913846.6,512.8208,2166,1375
2015-08-17,694747.2,389.86935,1393,1409
2015-08-18,629475.6,353.2411,3316,1410
2015-08-19,653733.4,366.85376,7781,1394
2015-08-20,569443.7,319.55313,1511,1393
2015-08-21,653281.2,366.6,7086,1429
2015-08-22,803270.2,450.7689,1653,1436
2015-08-23,865755.4,485.83356,2412,1393
2015-08-24,681576.0,382.47812,1491,1425
2015-08-25,624698.3,350.5602,3525,1425
2015-08-26,640076.0,359.18967,8142,1429
2015-08-27,548043.3,307.54395,1462,1412
2015-08-28,635737.25,356.7549,6846,1426
2015-08-29,876953.1,492.11734,1484,1438
2015-08-30,975697.6,547.52954,2310,1400
2015-08-31,776152.56,435.5514,1257,1430
2015-09-01,906550.0,508.72614,3595,1440
2015-09-02,879033.06,493.28455,8161,1446
2015-09-03,707093.06,396.79745,2241,1434
2015-09-04,736395.3,413.2409,7802,1431
2015-09-05,1.0528684e+06,590.8352,2570,1441
2015-09-06,1.1476426e+06,644.0194,3486,1394
2015-09-07,767382.75,430.63004,2391,1438
2015-09-08,677312.25,380.08545,4385,1421
2015-09-09,705633.5,395.9784,8964,1412
2015-09-10,577743.8,324.2109,2597,1411
2015-09-11,651330.2,365.50516,7873,1415
2015-09-12,921524.44,517.12933,2572,1439
2015-09-13,1.0233453e+06,574.2678,3511,1376
2015-09-14,688405.2,386.31042,2433,1401
2015-09-15,682134.4,382.79144,4657,1401
2015-09-16,742089.7,416.4364,9156,1396
2015-09-17,593577.8,333.0964,2563,1414
2015-09-18,653805.9,366.89444,7943,1416
2015-09-19,935893.5,525.19275,2727,1446
2015-09-20,1.0375329e+06,582.22943,3551,1391
2015-09-21,717725.4,402.76395,2517,1412
2015-09-22,641914.75,360.22153,4480,1392
2015-09-23,690419.75,387.44095,9189,1402
2015-09-24,557321.6,312.75064,2352,1396
2015-09-25,646083.9,362.5611,7739,1389
2015-09-26,890486.06,499.7116,2486,1423
2015-09-27,1.01806294e+06,571.3035,3382,1363
2015-09-28,671261.06,376.6897,2245,1395
2015-09-29,609130.7,341.8242,4278,1388
2015-09-30,711182.56,399.09235,9027,1393
2015-10-01,796340.9,446.8804,2231,1445
2015-10-02,830719.4,466.1725,7801,1430
2015-10-03,1.1793761e+06,661.8272,2220,1464
2015-10-04,1.2341309e+06,692.5538,3011,1417
2015-10-05,809524.8,454.2788,1990,1424
2015-10-06,696169.25,390.66736,3989,1417
2015-10-07,720562.3,404.35596,8798,1411
2015-10-08,603066.0,338.42087,2042,1400
2015-10-09,873934.75,490.42355,7815,1478
2015-10-10,867557.0,486.84454,1969,1483
2015-10-11,973329.2,546.20044,2852,1423
2015-10-12,721634.56,404.95767,1864,1462
2015-10-13,585141.56,328.36227,3899,1445
2015-10-14,688198.1,386.19424,8778,1459
2015-10-15,577952.2,324.32782,1289,1434
2015-10-16,693829.4,389.3543,6959,1469
2015-10-17,958052.94,537.6279,1355,1491
2015-10-18,1.0714771e+06,601.27783,2212,1452
2015-10-19,699259.5,392.40152,1166,1460
2015-10-20,660308.4,370.54343,3039,1466
2015-10-21,672847.4,377.5799,7950,1448
2015-10-22,547020.06,306.96973,1019,1439
2015-10-23,639040.6,358.60864,6519,1446
2015-10-24,859950.7,482.57614,915,1487
2015-10-25,1.0187831e+06,571.7077,1822,1443
2015-10-26,649914.4,364.71066,842,1455
2015-10-27,587066.1,329.44226,2944,1443
2015-10-28,599388.1,336.35696,7811,1444
2015-10-29,511860.06,287.2391,1392,1426
2015-10-30,635875.9,356.8327,7060,1459
2015-10-31,915956.9,514.005,1667,1500
2015-11-01,819250.4,459.73645,2621,1485
2015-11-02,762549.8,427.91797,1715,1485
2015-11-03,1.0334391e+06,579.9322,3898,1429
2015-11-04,855494.44,480.07544,9041,1441
2015-11-05,649662.7,364.5694,1872,1452
2015-11-06,671145.8,376.62503,7448,1453
2015-11-07,929723.4,521.7303,1881,1483
2015-11-08,1.077362e+06,604.58026,2868,1462
2015-11-09,683644.9,383.6391,1707,1451
2015-11-10,623529.2,349.90414,3788,1457
2015-11-11,689746.2,387.06296,8741,1427
2015-11-12,506937.66,284.4768,1777,1448
2015-11-13,626674.0,351.6689,7175,1443
2015-11-14,867597.3,486.8672,2300,1488
2015-11-15,1.0561595e+06,592.6821,3508,1436
2015-11-16,716508.7,402.0812,2524,1457
2015-11-17,618920.0,347.31763,4525,1471
2015-11-18,683954.2,383.81268,9935,1442
2015-11-19,560452.56,314.5076,2888,1451
2015-11-20,665619.7,373.52396,8109,1444
2015-11-21,863726.9,484.69522,2473,1474
2015-11-22,1.0158443e+06,570.05853,3537,1427
2015-11-23,696685.44,390.95703,2307,1451
2015-11-24,612710.2,343.8329,4508,1442
2015-11-25,658917.8,369.7631,9548,1447
2015-11-26,530358.3,297.6197,2134,1437
2015-11-27,645087.06,362.0017,7812,1442
2015-11-28,850596.0,477.3266,2432,1488
2015-11-29,1.0706198e+06,600.7967,3235,1437
2015-11-30,762036.1,427.6297,2190,1440
2015-12-01,857620.94,481.26877,5121,1481
2015-12-02,867269.56,486.68326,10113,1457
2015-12-03,676883.0,379.84454,2513,1465
2015-12-04,749354.1,420.51297,8073,1444
2015-12-05,966202.4,542.2011,2404,1489
2015-12-06,1.1431194e+06,641.48114,3188,1439
2015-12-07,822334.7,461.4673,2031,1461
2015-12-08,712569.2,399.87048,4241,1465
2015-12-09,747893.8,419.6935,9603,1460
2015-12-10,657427.2,368.9266,2013,1446
2015-12-11,708392.8,397.52682,7574,1446
2015-12-12,915667.9,513.8428,2179,1491
2015-12-13,1.0594254e+06,594.5148,2924,1441
2015-12-14,811613.75,455.45105,1672,1450
2015-12-15,779809.94,437.6038,5965,1488
2015-12-16,859930.25,482.56467,11274,1474
2015-12-17,809809.75,454.4387,2120,1452
2015-12-18,893569.9,501.44214,7493,1463
2015-12-19,1.0955235e+06,614.7719,2231,1497
2015-12-20,1.175417e+06,659.6055,3037,1457
2015-12-21,1.0728875e+06,602.0693,1811,1480
2015-12-22,1.1418619e+06,640.77545,4122,1473
2015-12-23,1.196146e+06,671.2379,9276,1483
2015-12-24,1.0836804e+06,608.1259,1838,1490
2015-12-26,946725.2,531.2712,1725,1480
2015-12-27,837714.1,470.09772,2582,1431
2015-12-28,789684.94,443.1453,1316,1482
2015-12-29,870762.0,488.6431,3848,1485
2015-12-30,1.03004375e+06,578.0268,9068,1470
2015-12-31,964641.56,541.32526,1638,1470
2016-01-01,16433.395,9.221883,159,29
2016-01-02,1.0666774e+06,598.5844,1832,1514
2016-01-03,1.2267358e+06,688.4039,2936,1464
2016-01-04,955956.9,536.45166,1741,1479
2016-01-05,835320.44,468.75446,3950,1462
2016-01-06,821685.7,461.1031,8959,1449
2016-01-07,653504.4,366.72525,1998,1460
2016-01-08,713608.3,400.4536,7235,1448
2016-01-09,989209.44,555.11194,1793,1502
2016-01-10,1.0946939e+06,614.30634,2700,1430
2016-01-11,705495.25,395.90082,1467,1442
2016-01-12,647058.44,363.108,3683,1433
2016-01-13,660045.3,370.3958,8823,1433
2016-01-14,561972.6,315.36063,1917,1440
2016-01-15,671027.1,376.55844,7696,1450
2016-01-16,959827.1,538.62354,2282,1494
2016-01-17,1.0579974e+06,593.71344,3141,1441
2016-01-18,709784.25,398.30765,2201,1455
2016-01-19,630929.75,354.0571,4738,1451
2016-01-20,738744.0,414.55893,10589,1469
2016-01-21,552820.75,310.22488,940,1435
2016-01-22,648431.44,363.87848,6542,1454
2016-01-23,906754.8,508.8411,924,1499
2016-01-24,980927.75,550.4645,1964,1447
2016-01-25,658090.7,369.29892,782,1440
2016-01-26,609465.8,342.01224,3075,1454
2016-01-27,647254.7,363.2181,8217,1444
2016-01-28,533709.9,299.5005,2483,1438
2016-01-29,660492.75,370.64688,8261,1456
2016-01-30,969938.4,544.2976,2791,1496
2016-01-31,1.0932112e+06,613.4743,3759,1467
2016-02-01,872063.3,489.37335,2805,1458
2016-02-02,765233.2,429.4238,4924,1463
2016-02-03,772360.94,433.42365,9935,1477
2016-02-04,650328.2,364.94287,3326,1456
2016-02-05,768586.5,431.30554,9244,1473
2016-02-06,941954.06,528.59375,3667,1501
2016-02-07,697791.6,391.5778,4184,1470
2016-02-08,636542.7,357.2069,3245,1462
2016-02-09,746939.6,419.15805,5542,1418
2016-02-10,790988.7,443.87692,10965,1452
2016-02-11,646376.4,362.72525,5650,1459
2016-02-12,698152.06,391.78006,11248,1446
2016-02-13,859023.0,482.05554,6018,1499
2016-02-14,940214.5,527.61755,6966,1436
2016-02-15,746671.3,419.00748,5744,1474
2016-02-16,719111.9,403.54202,6223,1474
2016-02-17,723794.75,406.1699,11241,1466
2016-02-18,570072.7,319.9061,3949,1472
2016-02-19,672510.1,377.39066,9501,1473
2016-02-20,883790.2,495.9541,4278,1503
2016-02-21,991384.25,556.33234,5431,1459
2016-02-22,698907.6,392.20404,4009,1485
2016-02-23,641329.06,359.89285,6027,1458
2016-02-24,675573.4,379.10965,11117,1447
2016-02-25,557959.3,313.1085,3236,1451
2016-02-26,641922.8,360.22604,9782,1464
2016-02-27,916704.06,514.42426,5172,1493
2016-02-28,994502.75,558.08234,6156,1453
2016-02-29,726619.75,407.7552,3956,1476
2016-03-01,897927.6,503.88754,6666,1485
2016-03-02,878452.4,492.95868,11706,1476
2016-03-03,671564.75,376.86014,3490,1467
2016-03-04,747546.8,419.49878,9322,1484
2016-03-05,1.0286207e+06,577.2282,3909,1511
2016-03-06,1.0789585e+06,605.47614,4730,1447
2016-03-07,738126.5,414.2124,3446,1458
2016-03-08,642291.4,360.43286,5398,1445
2016-03-09,694645.9,389.8125,10754,1474
2016-03-10,572491.9,321.26367,3430,1438
2016-03-11,664893.5,373.11646,9111,1451
2016-03-12,898101.1,503.98492,3825,1494
2016-03-13,954980.3,535.9036,4613,1441
2016-03-14,668066.4,374.89694,3453,1458
2016-03-15,668186.7,374.96448,5709,1462
2016-03-16,739805.4,415.15454,10828,1453
2016-03-17,580452.5,325.73093,4979,1441
2016-03-18,666756.8,374.16208,9539,1463
2016-03-19,895038.5,502.26627,4430,1477
2016-03-20,929605.56,521.6642,5296,1423
2016-03-21,690469.8,387.46902,4119,1456
2016-03-22,622695.8,349.4365,5900,1418
2016-03-23,714881.2,401.1679,11249,1418
2016-03-24,660489.9,370.64526,2340,1443
2016-03-25,633524.2,355.513,7584,1451
2016-03-26,800133.5,449.0087,2400,1475
2016-03-27,833336.06,467.6409,3329,1417
2016-03-28,661057.9,370.96402,2380,1436
2016-03-29,621166.06,348.57803,4467,1432
2016-03-30,660139.0,370.44836,9807,1439
2016-03-31,617374.3,346.45023,3581,1440
2016-04-01,872467.3,489.60007,9793,1470
2016-04-02,1.1508246e+06,645.80505,3941,1511
2016-04-03,1.2669082e+06,710.9474,5092,1446
2016-04-04,795237.2,446.26105,3643,1469
2016-04-05,725750.1,407.26718,5677,1460
2016-04-06,744784.8,417.94882,11186,1449
2016-04-07,587939.7,329.9325,3080,1449
2016-04-08,689727.2,387.0523,9240,1461
2016-04-09,927981.4,520.75275,4143,1493
2016-04-10,1.00887675e+06,566.14856,5403,1432
2016-04-11,665348.94,373.372,4377,1454
2016-04-12,651657.06,365.6886,6825,1450
2016-04-13,672611.5,377.44754,12374,1449
2016-04-14,546785.2,306.83792,3484,1447
2016-04-15,667606.3,374.6388,9158,1473
2016-04-16,862121.5,483.79434,3954,1487
2016-04-17,1.2718338e+06,713.7114,4986,1440
2016-04-18,1.3459206e+06,755.28656,4075,1473
2016-04-19,1.1520892e+06,646.5147,6110,1464
2016-04-20,1.0624262e+06,596.1988,12650,1482
2016-04-21,1.00107975e+06,561.77313,5526,1460
2016-04-22,857059.25,480.95355,11038,1464
2016-04-23,1.0221431e+06,573.5932,5737,1495
2016-04-24,1.03936994e+06,583.2604,6762,1457
2016-04-25,680000.75,381.59415,5125,1474
2016-04-26,704799.44,395.51035,7306,1462
2016-04-27,670288.1,376.14374,13522,1472
2016-04-28,543339.9,304.90454,6363,1478
2016-04-29,708711.44,397.70563,14393,1479
2016-04-30,1.0673358e+06,598.95386,10349,1539
2016-05-01,1.2701212e+06,712.7504,12056,1470
2016-05-02,973985.7,546.56885,9677,1491
2016-05-03,792205.56,444.5598,12286,1501
2016-05-04,798654.44,448.1787,17422,1494
2016-05-05,648701.6,364.0301,9971,1474
2016-05-06,761422.5,427.28534,16096,1495
2016-05-07,1.0711928e+06,601.1183,10650,1513
2016-05-08,820824.6,460.61987,10736,1459
2016-05-09,771767.6,433.0907,10233,1484
2016-05-10,693010.5,388.89478,12099,1490
2016-05-11,727543.44,408.27353,15793,1461
2016-05-12,603394.2,338.60504,8951,1465
2016-05-13,666833.9,374.20532,14003,1478
2016-05-14,932869.5,523.4958,9545,1521
2016-05-15,1.0703316e+06,600.635,10418,1507
2016-05-16,748112.7,419.8163,8877,1482
2016-05-17,661930.8,371.4539,10975,1477
2016-05-18,671232.94,376.67392,14599,1447
2016-05-19,581470.56,326.30222,8973,1467
2016-05-20,706024.06,396.19757,14004,1453
2016-05-21,910757.2,511.0871,9307,1496
2016-05-22,1.0306716e+06,578.37915,10339,1505
2016-05-23,695004.7,390.01385,8534,1466
2016-05-24,606377.2,340.279,10606,1442
2016-05-25,637512.06,357.7509,15657,1441
2016-05-26,571968.6,320.97006,10758,1456
2016-05-27,852689.25,478.50125,17133,1499
2016-05-28,816187.25,458.01755,11524,1490
2016-05-29,959853.7,538.6384,12737,1494
2016-05-30,752452.44,422.25165,11392,1471
2016-05-31,974328.0,546.7609,14668,1492
2016-06-01,811525.3,455.4014,15912,1476
2016-06-02,694535.94,389.7508,8059,1471
2016-06-03,742363.06,416.5898,11747,1458
2016-06-04,1.0119966e+06,567.89935,6666,1506
2016-06-05,1.1237344e+06,630.6029,7628,1520
2016-06-06,729894.25,409.59274,6262,1465
2016-06-07,658714.6,369.64905,8345,1452
2016-06-08,696747.56,390.9919,13972,1463
2016-06-09,547139.6,307.03683,6261,1439
2016-06-10,637354.3,357.66235,12011,1437
2016-06-11,845838.2,474.65668,7639,1483
2016-06-12,947479.75,531.6946,8585,1509
2016-06-13,685382.2,384.614,7235,1454
